,id,specialty,procedure_code
471193,28975,Psychiatry,90791
471194,28975,Psychiatry,90792
209052,12780,Urology,51741
77981,4821,Unknown,27130
340124,20948,Internal Medicine,84520
209055,12780,Urology,55700
340127,20948,Internal Medicine,85651
209057,12780,Urology,76872
471195,28975,Psychiatry,90832
471196,28975,Psychiatry,90834
471197,28975,Psychiatry,90837
209061,12780,Urology,84153
209062,12780,Urology,96402
77991,4821,Unknown,77073
340133,20948,Internal Medicine,96401
562584,34461,Unknown,76098
562585,34461,Unknown,85060
77998,4821,Unknown,J7325
209070,12780,Urology,J9217
471214,28977,Unknown,66821
471216,28977,Unknown,68761
471218,28977,Unknown,83861
562586,34461,Unknown,85097
209076,12782,Anesthesiology,00400
209077,12782,Anesthesiology,00562
340151,20948,Internal Medicine,99318
471223,28977,Unknown,92060
562588,34461,Unknown,88172
340155,20948,Internal Medicine,G0103
209085,12782,Anesthesiology,93503
340158,20948,Internal Medicine,G0328
471229,28977,Unknown,92136
340160,20948,Internal Medicine,J0897
562589,34461,Unknown,88173
562590,34461,Unknown,88173
340165,20949,Cardiology,36471
209112,12784,Cardiology,J1245
209113,12785,Ophthalmology,66821
209115,12785,Ophthalmology,76519
209116,12785,Ophthalmology,83861
209123,12785,Ophthalmology,92136
340198,20949,Cardiology,A9505
340199,20949,Cardiology,G0166
340200,20949,Cardiology,J0151
340201,20949,Cardiology,J1245
340202,20949,Cardiology,J1250
340203,20950,Internal Medicine,35475
340204,20950,Internal Medicine,35476
209133,12786,Cardiology,75574
471270,28981,Gastroenterology,J2250
471271,28981,Gastroenterology,J3010
340210,20950,Internal Medicine,37238
78067,4826,Unknown,76376
340212,20950,Internal Medicine,75791
340217,20950,Internal Medicine,77001
78074,4826,Unknown,A9577
78075,4826,Unknown,G0365
340218,20950,Internal Medicine,90935
340219,20950,Internal Medicine,90960
340220,20950,Internal Medicine,90961
340221,20950,Internal Medicine,90966
209156,12786,Cardiology,Q9957
209157,12787,General Surgery,11042
209158,12787,General Surgery,97597
340232,20951,Unknown,G0328
471316,28986,Family Practice,Q2035
471317,28986,Family Practice,Q2036
209176,12788,Unknown,93352
209177,12788,Unknown,93352
471322,28989,Diagnostic Radiology,38792
209180,12788,Unknown,G0422
209181,12788,Unknown,G0423
471332,28989,Diagnostic Radiology,73060
209189,12790,Unknown,92986
78130,4829,Unknown,99407
78132,4829,Unknown,G0389
471352,28989,Diagnostic Radiology,76376
471355,28989,Diagnostic Radiology,78014
471356,28989,Diagnostic Radiology,78226
471357,28989,Diagnostic Radiology,78227
471358,28989,Diagnostic Radiology,78264
471359,28989,Diagnostic Radiology,78278
471360,28989,Diagnostic Radiology,78306
471362,28989,Diagnostic Radiology,78582
78147,4830,Cardiology,J1245
78149,4831,Emergency Medicine,99281
471365,28989,Diagnostic Radiology,78815
78160,4832,Unknown,80162
78162,4832,Unknown,83735
78163,4832,Unknown,83880
78164,4832,Unknown,84153
78169,4832,Unknown,85652
340324,20956,Diagnostic Radiology,78815
471426,28993,Ophthalmology,67311
471427,28993,Ophthalmology,67314
471428,28993,Ophthalmology,67331
340363,20957,Cardiology,G0278
340365,20958,Internal Medicine,51702
458424,28159,Anesthesiology,01480
209295,12796,Unknown,77014
209297,12796,Unknown,77280
209298,12796,Unknown,77290
340369,20958,Internal Medicine,82962
209300,12796,Unknown,77300
209301,12796,Unknown,77301
209302,12796,Unknown,77331
78231,4833,Cardiology,93285
209303,12796,Unknown,77333
209304,12796,Unknown,77334
209305,12796,Unknown,77338
209306,12796,Unknown,77427
458425,28159,Anesthesiology,64450
78239,4833,Cardiology,93642
340393,20959,Unknown,82306
340395,20959,Unknown,82607
209324,12799,Nephrology,51701
209325,12799,Nephrology,51702
340396,20959,Unknown,82728
458430,28160,Nephrology,90960
340401,20959,Unknown,87086
458431,28160,Nephrology,90960
458432,28160,Nephrology,90961
78264,4836,Unknown,82962
209337,12800,Internal Medicine,95004
78266,4836,Unknown,96401
209339,12800,Internal Medicine,95911
209340,12800,Internal Medicine,95913
209341,12800,Internal Medicine,95921
209342,12800,Internal Medicine,95923
340415,20959,Unknown,G0108
340417,20959,Unknown,G0402
209346,12800,Internal Medicine,G0389
209347,12800,Internal Medicine,G0434
78276,4836,Unknown,J0897
340427,20960,Unknown,78072
340428,20960,Unknown,78264
340429,20960,Unknown,78306
209358,12802,Unknown,94762
340430,20960,Unknown,78582
340431,20960,Unknown,78598
340432,20960,Unknown,78803
340433,20960,Unknown,78815
209374,12802,Unknown,99496
209378,12802,Unknown,G0181
209379,12802,Unknown,G0328
471523,29003,Psychiatry,90785
78309,4838,Unknown,90833
78310,4838,Unknown,90847
209381,12802,Unknown,J1885
471524,29003,Psychiatry,90833
458442,28161,Cardiology,76932
209388,12803,General Surgery,47562
78322,4839,Unknown,13101
458444,28161,Cardiology,93451
78324,4839,Unknown,13132
78325,4839,Unknown,13152
78326,4839,Unknown,14060
78327,4839,Unknown,15240
78328,4839,Unknown,15260
209398,12804,Emergency Medicine,99183
340472,20962,Unknown,93701
78331,4839,Unknown,17311
78332,4839,Unknown,17312
78333,4839,Unknown,17313
340476,20962,Unknown,96360
209407,12805,Dermatology,96910
458445,28161,Cardiology,93463
458446,28161,Cardiology,93505
209411,12806,Cardiac Surgery,33519
562654,34463,Emergency Medicine,31500
209414,12806,Cardiac Surgery,35600
78343,4840,Family Practice,99407
340489,20962,Unknown,J1250
340490,20962,Unknown,J1800
78347,4841,Cardiology,78472
340491,20962,Unknown,J7040
209425,12808,Anesthesiology,00400
471572,29006,General Surgery,G0121
209431,12808,Anesthesiology,01230
209433,12808,Anesthesiology,01480
209434,12808,Anesthesiology,01844
209437,12808,Anesthesiology,64415
209438,12808,Anesthesiology,64450
562659,34464,Unknown,11042
562660,34464,Unknown,11042
471599,29009,Diagnostic Radiology,76776
209457,12811,Internal Medicine,11042
78387,4841,Cardiology,A9560
471612,29010,Unknown,92920
209472,12812,Ophthalmology,66821
209474,12812,Ophthalmology,67228
209475,12812,Ophthalmology,67515
209476,12812,Ophthalmology,76512
340549,20964,Cardiology,A9505
340550,20964,Cardiology,J0151
340553,20966,Urology,51700
340554,20966,Urology,51702
471627,29010,Unknown,94726
340556,20966,Urology,51741
209485,12812,Ophthalmology,92235
340557,20966,Urology,51784
340558,20966,Urology,51797
340561,20966,Urology,52332
209490,12812,Ophthalmology,J0178
209491,12812,Ophthalmology,J2778
340562,20966,Urology,55700
209493,12812,Ophthalmology,J3490
340563,20966,Urology,76872
471637,29010,Unknown,G0278
340568,20966,Urology,96401
340569,20966,Urology,96402
471639,29010,Unknown,J1245
471640,29010,Unknown,J7613
562670,34465,Internal Medicine,20550
562671,34465,Internal Medicine,36410
78432,4844,Unknown,73060
78434,4844,Unknown,73090
209506,12813,Unknown,G0402
340580,20966,Urology,J0897
340581,20966,Urology,J1580
340582,20966,Urology,J9217
209511,12814,Gastroenterology,43246
209512,12814,Gastroenterology,43760
78441,4844,Unknown,73520
340590,20967,Cardiology,G0389
340591,20967,Cardiology,G0436
471665,29014,Anesthesiology,00400
471666,29014,Anesthesiology,00410
340595,20968,Obstetrics/Gynecology,83986
209524,12815,Unknown,20550
471668,29014,Anesthesiology,00873
209526,12815,Unknown,25609
340603,20968,Obstetrics/Gynecology,Q0111
340604,20969,Ophthalmology,66821
78462,4844,Unknown,74230
78463,4844,Unknown,74246
209535,12817,Unknown,78472
78465,4844,Unknown,74300
340607,20969,Ophthalmology,67820
340611,20969,Ophthalmology,92020
209540,12817,Unknown,93229
340613,20969,Ophthalmology,92136
340619,20970,Unknown,83721
78476,4844,Unknown,77082
78477,4844,Unknown,78227
78478,4844,Unknown,78306
340620,20970,Unknown,83880
78480,4844,Unknown,78598
209553,12817,Unknown,A9560
340621,20970,Unknown,84153
340624,20970,Unknown,84550
340632,20970,Unknown,94664
340633,20970,Unknown,94726
340634,20970,Unknown,94727
209565,12818,Cardiology,95921
209566,12818,Cardiology,95923
78497,4847,General Surgery,31622
78498,4847,General Surgery,32663
78499,4847,General Surgery,32674
78500,4847,General Surgery,36561
78501,4847,General Surgery,77001
209573,12818,Cardiology,G0389
209574,12818,Cardiology,G0436
209576,12818,Cardiology,J1245
340648,20970,Unknown,99496
471713,29018,Unknown,93701
471723,29018,Unknown,99354
209582,12819,Unknown,82042
471726,29018,Unknown,J1245
340656,20971,Dermatology,11603
209585,12819,Unknown,83721
340658,20971,Dermatology,11641
340659,20971,Dermatology,11642
340660,20971,Dermatology,12032
340661,20971,Dermatology,12034
340663,20971,Dermatology,12051
340664,20971,Dermatology,12052
340665,20971,Dermatology,12053
340666,20971,Dermatology,12054
340667,20971,Dermatology,13132
340668,20971,Dermatology,13152
340669,20971,Dermatology,14060
340670,20971,Dermatology,15260
471740,29019,Cardiology,G0182
340673,20971,Dermatology,17311
340674,20971,Dermatology,17312
340675,20971,Dermatology,17313
471745,29020,Ophthalmology,92275
78538,4851,Neurosurgery,22551
78539,4851,Neurosurgery,22552
78540,4851,Neurosurgery,22846
78541,4851,Neurosurgery,22851
340693,20974,Unknown,36252
340694,20974,Unknown,36475
471766,29022,Unknown,19083
471785,29022,Unknown,73060
209642,12824,Nuclear Medicine,77300
209643,12824,Nuclear Medicine,77790
209644,12824,Nuclear Medicine,78014
209645,12824,Nuclear Medicine,78195
340716,20974,Unknown,93979
209647,12824,Nuclear Medicine,78264
209648,12824,Nuclear Medicine,78306
471787,29022,Unknown,73090
209650,12824,Nuclear Medicine,78582
209651,12824,Nuclear Medicine,78803
78580,4853,Unknown,0159T
78581,4853,Unknown,19083
209652,12824,Nuclear Medicine,78806
209653,12824,Nuclear Medicine,78815
440773,27056,Cardiology,82465
471792,29022,Unknown,73520
340730,20974,Unknown,A9505
471808,29022,Unknown,74230
471819,29022,Unknown,77056
340749,20975,Unknown,93642
471821,29022,Unknown,78306
78607,4853,Unknown,78306
471822,29022,Unknown,78815
78617,4854,Cardiac Surgery,33405
78618,4854,Cardiac Surgery,33426
78619,4854,Cardiac Surgery,33508
78620,4854,Cardiac Surgery,33517
78621,4854,Cardiac Surgery,33518
78622,4854,Cardiac Surgery,33519
78623,4854,Cardiac Surgery,33530
209694,12829,Urology,51741
209697,12829,Urology,52648
209698,12829,Urology,55700
209699,12829,Urology,76872
78631,4855,Internal Medicine,82962
78640,4855,Internal Medicine,Q2039
471864,29024,Family Practice,99496
209721,12831,Internal Medicine,20550
78657,4856,Internal Medicine,G0447
471877,29025,Gastroenterology,G0121
78663,4858,Cardiology,92933
209736,12832,Cardiology,82270
78665,4858,Cardiology,92943
209737,12832,Cardiology,82962
471882,29027,Psychiatry,90792
209751,12832,Cardiology,Q2036
209764,12834,Unknown,82270
340838,20980,Internal Medicine,99318
340841,20981,Pathology,85390
471917,29028,Diagnostic Radiology,74230
471918,29028,Diagnostic Radiology,74241
471919,29028,Diagnostic Radiology,74247
471920,29028,Diagnostic Radiology,74328
340849,20981,Pathology,88311
340850,20981,Pathology,88312
340851,20981,Pathology,88313
471921,29028,Diagnostic Radiology,74455
340853,20981,Pathology,88361
471922,29029,Anesthesiology,00104
340855,20981,Pathology,G0462
209784,12835,Neurosurgery,22310
209785,12835,Neurosurgery,38220
209786,12835,Neurosurgery,76000
340856,20982,Nephrology,90935
340857,20982,Nephrology,90960
340858,20982,Nephrology,90961
340859,20982,Nephrology,90962
340860,20982,Nephrology,90966
471927,29030,Anesthesiology,01936
471928,29030,Anesthesiology,01991
78722,4861,Cardiology,93451
209795,12836,General Surgery,46221
209796,12836,General Surgery,64581
209797,12836,General Surgery,64590
209798,12836,General Surgery,95972
471935,29031,Unknown,82378
471936,29031,Unknown,82728
471937,29031,Unknown,82784
471939,29031,Unknown,83550
471940,29031,Unknown,83735
471941,29031,Unknown,84153
471942,29031,Unknown,84466
471943,29031,Unknown,84550
471945,29031,Unknown,86152
471948,29031,Unknown,96367
471951,29031,Unknown,96401
510630,31294,Unknown,85652
78745,4862,Internal Medicine,82306
471961,29031,Unknown,J0881
78747,4862,Internal Medicine,82607
78748,4862,Internal Medicine,82728
78749,4862,Internal Medicine,82746
471963,29031,Unknown,J1200
209823,12839,Cardiology,93229
78752,4862,Internal Medicine,83550
471964,29031,Unknown,J1453
471965,29031,Unknown,J2469
78755,4862,Internal Medicine,87088
78756,4862,Internal Medicine,87186
340900,20986,Anesthesiology,64415
340901,20986,Anesthesiology,64445
340903,20987,Otolaryngology,30901
340904,20987,Otolaryngology,31231
340905,20987,Otolaryngology,31575
340906,20987,Otolaryngology,31579
340907,20987,Otolaryngology,92550
340908,20987,Otolaryngology,92557
340909,20987,Otolaryngology,92588
209838,12839,Cardiology,99407
78769,4863,Cardiology,92920
209841,12839,Cardiology,J0151
209842,12839,Cardiology,J7042
209843,12840,Unknown,90935
209844,12840,Unknown,90960
209845,12840,Unknown,90961
209846,12840,Unknown,90962
340915,20987,Otolaryngology,G0268
471986,29033,Internal Medicine,Q2035
471987,29034,Neurosurgery,22612
471988,29034,Neurosurgery,22614
471989,29034,Neurosurgery,22633
471990,29034,Neurosurgery,22842
471991,29034,Neurosurgery,22851
471992,29034,Neurosurgery,63030
472000,29035,Ophthalmology,66821
472001,29035,Ophthalmology,66821
472004,29035,Ophthalmology,67800
472005,29035,Ophthalmology,76519
472009,29035,Ophthalmology,92020
472012,29035,Ophthalmology,92136
472013,29035,Ophthalmology,92225
472014,29035,Ophthalmology,92226
472016,29036,Psychiatry,90791
78801,4863,Cardiology,J1245
78802,4864,Internal Medicine,10060
78803,4864,Internal Medicine,31622
340946,20991,Internal Medicine,20552
209877,12843,Orthopedic Surgery,27130
472017,29036,Psychiatry,90792
472018,29036,Psychiatry,90834
209881,12843,Orthopedic Surgery,73520
78812,4864,Internal Medicine,94200
209884,12843,Orthopedic Surgery,73565
78814,4864,Internal Medicine,94640
78815,4864,Internal Medicine,94664
78816,4864,Internal Medicine,94727
78818,4864,Internal Medicine,95811
209890,12843,Orthopedic Surgery,J7325
340965,20991,Internal Medicine,G0402
340967,20991,Internal Medicine,Q2036
209923,12846,Cardiology,J0151
340997,20994,Cardiology,A9555
78854,4866,Cardiology,36475
78855,4866,Cardiology,37197
78856,4866,Cardiology,37197
78857,4866,Cardiology,37221
209926,12846,Cardiology,Q9957
209929,12848,General Practice,22551
209930,12848,General Practice,22552
209931,12848,General Practice,22633
209932,12848,General Practice,22634
209933,12848,General Practice,22842
209934,12848,General Practice,22845
209935,12848,General Practice,22851
209937,12849,Nephrology,90935
472076,29039,Cardiology,93979
529356,32423,Internal Medicine,99496
341018,20997,Unknown,96401
472092,29040,Anesthesiology,00400
472097,29040,Anesthesiology,00873
341026,20997,Unknown,99354
472099,29040,Anesthesiology,01230
341028,20997,Unknown,G0434
341029,20997,Unknown,J0129
341030,20997,Unknown,J0897
472101,29040,Anesthesiology,01480
472102,29040,Anesthesiology,01810
472103,29040,Anesthesiology,01844
341034,20997,Unknown,J1745
341035,20997,Unknown,J1885
472105,29040,Anesthesiology,64415
78899,4866,Cardiology,J1644
78900,4866,Cardiology,J2185
78901,4866,Cardiology,J2250
78903,4866,Cardiology,J3010
209975,12854,Psychiatry,90792
78905,4867,Cardiology,33362
78906,4867,Cardiology,33366
209976,12854,Psychiatry,90833
341061,21000,Diagnostic Radiology,36561
341065,21000,Diagnostic Radiology,36590
341066,21000,Diagnostic Radiology,49440
78924,4867,Cardiology,99236
341068,21000,Diagnostic Radiology,75984
341070,21000,Diagnostic Radiology,77001
472150,29044,Cardiology,83880
341107,21003,Internal Medicine,99183
341120,21003,Internal Medicine,99318
78981,4870,Diagnostic Radiology,78227
78982,4870,Diagnostic Radiology,78306
78985,4870,Diagnostic Radiology,78472
78986,4870,Diagnostic Radiology,78582
78987,4870,Diagnostic Radiology,78815
210058,12859,Gynecological/Oncology,58100
341133,21004,Rheumatology,J0897
78990,4870,Diagnostic Radiology,A9552
78991,4870,Diagnostic Radiology,Q9963
341136,21004,Rheumatology,J3489
78993,4871,Cardiology,71023
341138,21004,Rheumatology,J7325
472207,29045,Cardiology,J1245
79020,4871,Cardiology,A9505
79024,4872,Nephrology,90935
79025,4872,Nephrology,90960
79026,4872,Nephrology,90961
79027,4872,Nephrology,90962
210108,12862,Unknown,80076
210109,12862,Unknown,80162
210110,12862,Unknown,82550
210112,12862,Unknown,82977
341185,21006,Internal Medicine,99496
210114,12862,Unknown,83735
210115,12862,Unknown,83880
341187,21006,Internal Medicine,G0328
210117,12862,Unknown,84484
79048,4873,Ophthalmology,66821
79051,4873,Ophthalmology,76519
79055,4873,Ophthalmology,92020
472280,29047,Neurology,95908
79065,4875,Unknown,33405
79066,4875,Unknown,33517
79067,4875,Unknown,33518
79070,4875,Unknown,35600
341217,21009,Unknown,73520
472294,29050,Unknown,23350
341223,21009,Unknown,97035
341224,21009,Unknown,97110
341225,21009,Unknown,97112
341226,21009,Unknown,97140
341233,21009,Unknown,J7321
79099,4879,Urology,51741
79102,4879,Urology,52332
79103,4879,Urology,55700
79104,4879,Urology,76000
79105,4879,Urology,76872
210179,12864,Plastic and Reconstructive Surgery,11642
210180,12864,Plastic and Reconstructive Surgery,11643
79109,4879,Urology,96402
210181,12864,Plastic and Reconstructive Surgery,11644
210182,12864,Plastic and Reconstructive Surgery,12051
210183,12864,Plastic and Reconstructive Surgery,12052
341259,21011,Unknown,93798
210190,12865,Orthopedic Surgery,20552
79119,4879,Urology,J0696
79120,4879,Urology,J0897
79121,4879,Urology,J3315
210191,12865,Orthopedic Surgery,20605
210203,12865,Orthopedic Surgery,97110
341278,21013,Nephrology,35475
341279,21013,Nephrology,35476
79136,4880,Unknown,93979
210208,12865,Orthopedic Surgery,G0283
210210,12865,Orthopedic Surgery,J7321
210211,12865,Orthopedic Surgery,J7324
210212,12866,Unknown,90837
472351,29050,Unknown,74230
341286,21013,Nephrology,75791
472352,29050,Unknown,76377
341289,21013,Nephrology,77001
472363,29050,Unknown,78306
276247,16994,Cardiology,99356
341292,21013,Nephrology,90935
79150,4881,General Surgery,35301
341293,21013,Nephrology,90937
79152,4881,General Surgery,36561
341295,21013,Nephrology,90947
341296,21013,Nephrology,90960
79155,4881,General Surgery,47563
79156,4881,General Surgery,49568
79157,4881,General Surgery,74300
341297,21013,Nephrology,90961
341298,21013,Nephrology,90962
79160,4881,General Surgery,77001
472371,29051,Ophthalmology,66821
472373,29051,Ophthalmology,67820
276250,16994,Cardiology,A9555
472374,29051,Ophthalmology,68761
472379,29051,Ophthalmology,92060
341310,21013,Nephrology,G0365
341311,21013,Nephrology,J1756
276251,16994,Cardiology,G0166
472383,29051,Ophthalmology,92136
79170,4882,Unknown,90935
79171,4882,Unknown,90960
79172,4882,Unknown,90961
276252,16994,Cardiology,J0151
472384,29051,Ophthalmology,92225
472389,29052,Radiation Oncology,77290
472390,29052,Radiation Oncology,77334
472391,29052,Radiation Oncology,77427
341323,21015,Internal Medicine,G0102
79180,4883,Unknown,35475
79181,4883,Unknown,35476
210253,12868,Internal Medicine,94640
79184,4883,Unknown,36148
341330,21016,Cardiology,93303
79189,4883,Unknown,36595
79190,4883,Unknown,36870
79191,4883,Unknown,37238
79192,4883,Unknown,37241
210262,12868,Internal Medicine,J0696
79194,4883,Unknown,75791
79195,4883,Unknown,75901
210264,12868,Internal Medicine,J1885
210265,12868,Internal Medicine,J1940
210266,12868,Internal Medicine,J2010
79199,4883,Unknown,77001
79202,4883,Unknown,J2997
458619,28177,Cardiology,93505
79210,4884,Internal Medicine,G0444
79212,4885,Pathology,88313
472432,29055,Unknown,93314
472435,29055,Unknown,93352
210295,12870,Rheumatology,73565
210297,12870,Rheumatology,86580
210298,12870,Rheumatology,96401
484676,29754,Cardiology,93352
210304,12870,Rheumatology,J0129
210305,12870,Rheumatology,J1745
210308,12871,Unknown,00560
79240,4886,Cardiology,93979
210318,12871,Unknown,93503
210319,12872,Psychiatry,90792
210320,12872,Psychiatry,90833
472466,29059,Unknown,01936
472467,29059,Unknown,01992
79252,4887,Gastroenterology,43248
472469,29060,Unknown,20553
472470,29060,Unknown,20553
472472,29060,Unknown,27096
472473,29060,Unknown,64479
472474,29060,Unknown,64480
472475,29060,Unknown,64483
341404,21021,Unknown,31500
472476,29060,Unknown,64484
79263,4887,Gastroenterology,G0121
79265,4888,Urology,51784
79268,4888,Urology,55700
79269,4888,Urology,76872
472487,29060,Unknown,64640
79272,4888,Urology,96402
472490,29060,Unknown,82055
472492,29060,Unknown,83986
472493,29060,Unknown,84311
79278,4888,Urology,J9217
341422,21024,Cardiology,93701
79280,4889,Family Practice,70210
79281,4889,Family Practice,70250
210352,12876,Dermatology,11603
210353,12876,Dermatology,12032
210355,12876,Dermatology,12051
210356,12876,Dermatology,12052
210357,12876,Dermatology,13152
210358,12876,Dermatology,14060
210359,12876,Dermatology,15260
79289,4889,Family Practice,73565
472497,29060,Unknown,G0431
210364,12876,Dermatology,17260
210365,12876,Dermatology,17261
79294,4889,Family Practice,82962
79295,4889,Family Practice,83013
79296,4889,Family Practice,83014
210367,12876,Dermatology,17280
210368,12876,Dermatology,17281
210370,12876,Dermatology,17311
210371,12876,Dermatology,17312
79301,4889,Family Practice,87880
210372,12876,Dermatology,17313
210374,12876,Dermatology,96567
341439,21025,Family Practice,82607
341440,21025,Family Practice,82728
341443,21025,Family Practice,83735
341446,21025,Family Practice,84450
341447,21025,Family Practice,84460
210381,12876,Dermatology,J7308
341448,21025,Family Practice,85007
341451,21025,Family Practice,87086
341455,21025,Family Practice,94640
472526,29064,Obstetrics/Gynecology,82270
472527,29064,Obstetrics/Gynecology,87621
472528,29064,Obstetrics/Gynecology,88175
472530,29065,Obstetrics/Gynecology,58558
341462,21025,Family Practice,G0103
341464,21025,Family Practice,G0328
79322,4889,Family Practice,99281
210401,12878,Neurology,A9575
210402,12878,Neurology,A9585
79332,4889,Family Practice,G0436
79333,4889,Family Practice,J0696
210406,12880,Pulmonary Disease,31624
210407,12880,Pulmonary Disease,31628
79336,4889,Family Practice,J1885
79337,4889,Family Practice,J2360
210408,12880,Pulmonary Disease,31629
79339,4889,Family Practice,J9250
472550,29066,Unknown,93798
472557,29067,Neurology,95816
487694,29925,Unknown,88173
210416,12880,Pulmonary Disease,94664
210417,12880,Pulmonary Disease,94726
210418,12880,Pulmonary Disease,94726
210422,12880,Pulmonary Disease,95811
472575,29069,Unknown,85060
472576,29069,Unknown,85097
472577,29069,Unknown,88173
472578,29069,Unknown,88188
79363,4890,Internal Medicine,G0444
341507,21027,Unknown,Q9957
472579,29069,Unknown,88189
472582,29069,Unknown,88311
472583,29069,Unknown,88313
472584,29069,Unknown,88321
472585,29069,Unknown,88365
472586,29069,Unknown,88367
472587,29069,Unknown,G0452
210444,12884,Unknown,82550
210445,12884,Unknown,82962
472589,29069,Unknown,G0462
472590,29070,Infectious Disease,11042
472591,29070,Infectious Disease,15271
210449,12884,Unknown,84550
472592,29070,Infectious Disease,15275
210451,12884,Unknown,85652
472593,29070,Infectious Disease,29581
472594,29070,Infectious Disease,97597
472595,29070,Infectious Disease,99183
432604,26585,Hematology/Oncology,J0897
341534,21028,Cardiology,99236
341538,21029,Family Practice,70210
210469,12885,Unknown,95816
210470,12885,Unknown,95819
210471,12885,Unknown,95951
432606,26585,Hematology/Oncology,J1200
562864,34473,Unknown,96409
432607,26585,Hematology/Oncology,J1442
432608,26585,Hematology/Oncology,J1453
210481,12887,Cardiology,82306
210482,12887,Cardiology,82607
79411,4892,Unknown,99356
210484,12887,Cardiology,83735
341556,21029,Family Practice,J0945
432609,26585,Hematology/Oncology,J1626
487697,29925,Unknown,88321
472632,29072,Unknown,36252
432610,26585,Hematology/Oncology,J1756
536817,32893,Unknown,G0416
432611,26585,Hematology/Oncology,J2060
79424,4893,Unknown,G0108
341568,21030,Anesthesiology,64450
536818,32893,Unknown,J0585
432612,26585,Hematology/Oncology,J2469
79429,4893,Unknown,Q2039
536819,32893,Unknown,J0713
79432,4894,Endocrinology,82962
432613,26585,Hematology/Oncology,J2505
432615,26585,Hematology/Oncology,J3475
210516,12887,Cardiology,G0103
210517,12887,Cardiology,G0181
432616,26585,Hematology/Oncology,J3489
432617,26585,Hematology/Oncology,J3490
472669,29072,Unknown,99235
79457,4896,Ophthalmology,66821
472673,29072,Unknown,A9505
432619,26585,Hematology/Oncology,J7040
79465,4896,Ophthalmology,92136
432620,26585,Hematology/Oncology,J9033
562878,34473,Unknown,J0881
210543,12889,Cardiology,75574
341616,21033,Unknown,A9505
341617,21033,Unknown,J0151
432621,26585,Hematology/Oncology,J9035
79476,4898,Surgical Oncology,38525
79477,4898,Surgical Oncology,38900
432622,26585,Hematology/Oncology,J9045
562880,34473,Unknown,J1200
79482,4899,Cardiology,76377
432623,26585,Hematology/Oncology,J9190
562881,34473,Unknown,J1442
432624,26585,Hematology/Oncology,J9201
472705,29074,Cardiology,0298T
562882,34473,Unknown,J1453
472707,29074,Cardiology,85014
79492,4899,Cardiology,93352
432625,26585,Hematology/Oncology,J9217
562883,34473,Unknown,J1569
79495,4900,Allergy/Immunology,94200
79496,4900,Allergy/Immunology,94640
79497,4900,Allergy/Immunology,94664
79498,4900,Allergy/Immunology,95024
79499,4900,Allergy/Immunology,95165
210568,12889,Cardiology,93352
341645,21035,Cardiology,93229
432626,26585,Hematology/Oncology,J9263
432627,26585,Hematology/Oncology,J9264
562884,34473,Unknown,J2469
562885,34473,Unknown,J2505
432628,26585,Hematology/Oncology,J9310
210583,12891,General Surgery,31575
472727,29074,Cardiology,J0461
210585,12891,General Surgery,60220
210586,12891,General Surgery,60500
432629,26585,Hematology/Oncology,Q0138
472728,29074,Cardiology,J1250
472729,29074,Cardiology,J3490
472730,29074,Cardiology,Q9957
562887,34473,Unknown,J3490
341667,21035,Cardiology,A9555
210596,12892,Unknown,94681
562889,34473,Unknown,J7040
341670,21035,Cardiology,J1245
472743,29075,Cardiology,93229
562890,34473,Unknown,J9070
210604,12893,Unknown,31620
210605,12893,Unknown,31629
562891,34473,Unknown,J9201
210608,12893,Unknown,32663
79537,4904,Internal Medicine,94726
210610,12893,Unknown,32674
210611,12893,Unknown,36561
210612,12893,Unknown,36590
210613,12893,Unknown,77001
472757,29075,Cardiology,95800
562892,34473,Unknown,J9310
562893,34473,Unknown,Q0138
79550,4904,Internal Medicine,Q2035
472767,29075,Cardiology,G0452
472768,29075,Cardiology,J1245
210636,12896,Cardiology,33282
341708,21038,Dermatology,96567
79568,4905,Unknown,99354
341714,21038,Dermatology,J7308
341715,21039,Pathology,36514
341716,21039,Pathology,84165
341717,21039,Pathology,84166
210646,12896,Cardiology,93285
341718,21039,Pathology,86334
472788,29077,Orthopedic Surgery,J7324
79578,4906,Internal Medicine,82607
341724,21041,Unknown,43242
210653,12896,Cardiology,93613
210654,12896,Cardiology,93621
210655,12896,Cardiology,93653
210656,12896,Cardiology,93656
79585,4906,Internal Medicine,86140
79586,4906,Internal Medicine,87086
341725,21041,Unknown,43248
341727,21041,Unknown,43259
341728,21041,Unknown,43264
341735,21041,Unknown,74328
79596,4906,Internal Medicine,G0103
302388,18665,Orthopedic Surgery,23412
79602,4907,Anesthesiology,01936
210675,12898,Gastroenterology,G0121
302389,18665,Orthopedic Surgery,23430
79605,4907,Anesthesiology,62370
472819,29079,Family Practice,84132
472821,29079,Family Practice,84460
302390,18665,Orthopedic Surgery,29823
472823,29079,Family Practice,87086
210683,12901,Diagnostic Radiology,19083
210684,12901,Diagnostic Radiology,19285
472842,29080,Unknown,J1250
210705,12902,Medical Oncology,38221
210714,12902,Medical Oncology,G0364
341796,21043,Cardiology,J0151
472870,29081,Unknown,J0151
210732,12904,Internal Medicine,99356
79668,4913,Neurology,64615
79669,4913,Neurology,95874
79682,4916,Cardiology,33282
341828,21046,Nephrology,90935
341830,21046,Nephrology,90960
341831,21046,Nephrology,90961
341832,21046,Nephrology,90966
